MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,SaleCondition,SQR_ROOM,TOTAL_ROOMS,TOTAL_AREA,TOTAL_VOL
0.0,-0.25,-0.25407608695652173,0.0,-0.7,1.0,0.5,0.6521739130434783,0.24324324324324326,0.0,0.0,0.0,0.0,1.1933028919330289,-1.0,0.0,1.0,0.0,0.0,0.45279045279045277,-0.5598290598290598,-0.26965174129353237,0.0,0.0,0.0,-0.4536082474226804,1.1730769230769231,0.38006952491309387,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.5897435897435898,0.0,0.0,0.2815734989648033,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,-0.22326454033771095,1.0,0.08748114630467571,1.3469403274327407
0.0,0.5,0.030014822134387352,0.0,1.2,0.0,0.0,0.06521739130434782,-0.4864864864864865,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.8346788346788346,-0.33076923076923076,0.5383084577114428,0.0,0.0,0.0,0.3436426116838488,0.0,-0.3120896098879876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10256410256410256,0.0,0.0,-0.08281573498964803,0.0,0.0,0.0,1.7738095238095237,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,-0.2830936001667706,0.0,0.04524886877828054,0.0
0.0,-0.1,0.4376235177865613,-1.0,-0.7,1.0,0.5,0.6086956521739131,0.21621621621621623,0.0,0.0,0.0,0.0,0.9863013698630136,-1.0,0.0,1.0,0.0,-1.0,0.14391014391014392,-0.07435897435897436,-0.14228855721393036,0.0,0.0,0.0,-0.32793323514973,1.1895604395604396,0.4974893781382773,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.5300207039337475,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.2461955388784653,0.3333333333333333,0.22825540472599296,1.1377581920083129
0.0,-0.5,0.017663043478260868,-1.0,-0.6,1.0,0.5,-1.2608695652173914,-0.6486486486486487,0.0,0.0,0.25,0.4,0.0,0.0,0.0,-1.0,1.0,0.0,-0.23517023517023516,0.10683760683760683,-0.46865671641791046,0.5,0.0,0.0,-0.24742268041237114,1.0384615384615385,0.39088451139436076,1.0,-1.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,1.0,0.46153846153846156,0.5,1.0,0.6708074534161491,0.0,0.0,0.0,0.0,0.14705882352941177,272.0,0.0,0.0,0.0,-4.0,0.32895559724827983,0.0,-0.006033182503770739,0.0
0.0,0.7,1.1812005928853755,-1.0,0.3,1.0,1.0,0.5869565217391305,0.16216216216216217,0.0,0.0,0.0,0.0,2.13089802130898,-1.0,0.0,1.0,0.0,-3.0,0.3811863811863812,0.021367521367521368,0.3054726368159204,0.0,0.0,0.0,0.11389297987236131,1.4464285714285714,1.134028582464272,1.0,0.0,1.0,1.0,0.0,-1.0,1.5,0.0,0.0,0.0,0.5128205128205128,0.0,1.0,1.474120082815735,0.0,0.0,0.0,1.1428571428571428,0.8676470588235294,0.0,0.0,0.0,0.0,0.0,0.3103328469182127,1.3333333333333333,0.8687782805429864,2.726943361406227
0.0,0.75,1.1453804347826086,-1.0,-0.1,-0.6666666666666666,-0.5,0.43478260869565216,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4892944892944893,-0.7068376068376069,-0.3890547263681592,0.0,0.0,0.0,-0.5714285714285714,0.7774725274725275,-0.15758980301274622,1.0,-1.0,1.0,-2.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.07352941176470588,0.0,0.0,0.0,-2.0,0.0,0.803752345215759,-0.3333333333333333,-0.32277526395173456,0.0
0.0,0.25,0.1495800395256917,0.0,0.9,0.0,1.0,0.6739130434782609,0.2972972972972973,0.0,0.0,0.0,0.0,1.1324200913242009,-1.0,0.0,1.0,-1.0,-3.0,1.3836433836433837,-0.2743589743589744,1.382089552238806,0.0,0.0,0.0,1.191948944526264,0.0,0.3553495558130552,1.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.6459627329192547,0.0,0.0,0.0,1.5178571428571428,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.27141963727329566,0.3333333333333333,0.905982905982906,1.2722248567126404
0.0,0.5,0.22319664031620554,-1.0,0.2,1.0,0.5,0.0,-0.5675675675675675,0.0,0.0,-1.5,-1.4,1.461187214611872,0.0,0.0,0.0,0.0,-1.0,0.6676026676026676,-0.44700854700854703,0.2298507462686567,0.0,0.0,0.0,0.039273441335297005,1.3502747252747254,0.9671687910390112,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,-0.1794871794871795,0.0,0.0,0.016563146997929608,0.0,0.0,0.0,1.3988095238095237,2.6323529411764706,228.0,0.0,0.0,0.0,0.0,1.2620387742338952,0.6666666666666666,0.7219708396178984,1.8233859922827949
1.0,-0.95,-0.8296689723320159,0.0,0.5,-0.6666666666666666,0.5,-0.9130434782608695,-1.1891891891891893,0.0,0.0,-2.25,0.4,0.0,0.0,0.0,-1.0,1.0,0.0,-0.5384345384345385,0.8111111111111111,-0.07860696517412935,0.5,0.0,-3.0,-0.12763868433971526,1.032967032967033,0.47894940131324837,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-4.0,1.0,1.0,-1.2564102564102564,0.5,0.0,-0.049689440993788817,-4.0,0.0,0.0,0.5357142857142857,-0.36764705882352944,205.0,0.0,0.0,0.0,-4.0,-0.08317698561600996,0.3333333333333333,0.24836601307189543,0.0
0.0,-1.0,-0.5085227272727273,0.0,-0.9,-0.3333333333333333,-0.5,-0.7391304347826086,-1.1891891891891893,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.6563706563706564,-0.5769230769230769,-0.0009950248756218905,0.0,0.0,0.0,-0.019636720667648502,0.0,-0.5979142526071842,1.0,-1.0,0.0,-1.0,1.0,0.0,-0.5,0.0,1.0,0.0,-1.0512820512820513,0.0,-1.0,-1.1387163561076605,-3.0,0.0,0.0,0.0,-0.3088235294117647,0.0,0.0,0.0,0.0,0.0,-0.19437148217636002,-0.6666666666666666,-0.4132730015082956,0.0
0.0,0.0,0.42527173913043476,0.0,0.7,0.0,-0.5,-0.17391304347826086,-0.7837837837837838,2.0,0.0,-1.5,-1.4,0.0,0.0,0.0,0.0,1.0,0.0,0.7335907335907336,-0.5871794871794872,0.09651741293532339,0.0,0.0,0.0,-0.09229258713794797,0.0,-0.6550791811510236,1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,1.0,-0.38461538461538464,0.5,-1.0,-0.39751552795031053,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,-0.32395247029393354,-0.6666666666666666,-0.40120663650075417,0.0
0.0,0.75,0.6041254940711462,-1.0,0.4,1.0,1.5,0.6956521739130435,0.32432432432432434,2.0,0.0,0.5,0.4,1.7412480974124809,-3.0,0.0,1.0,-1.0,0.0,0.8627588627588627,-0.5136752136752136,0.36517412935323385,0.0,0.0,0.0,0.18654884634266078,1.5686813186813187,1.3286983391270761,1.0,1.0,0.0,1.0,0.0,-3.0,2.5,0.0,1.0,0.5,0.6410256410256411,-1.0,1.0,1.060041407867495,0.0,0.0,0.0,0.875,-0.058823529411764705,0.0,0.0,0.0,0.0,1.0,-0.2666439251805103,2.0,1.0256410256410255,2.291280844454108
0.0,0.05,0.8620306324110671,-0.6666666666666666,0.7,0.0,-0.5,-0.2391304347826087,-0.8648648648648649,2.0,0.0,-1.5,-0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.4963144963144963,-0.5170940170940171,-0.1582089552238806,1.0,0.0,0.0,-0.3436426116838488,0.0,-0.8528389339513326,1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-0.46153846153846156,0.5,-1.0,-0.5300207039337475,0.0,0.0,0.0,0.8333333333333334,-0.36764705882352944,0.0,176.0,0.0,0.0,0.0,0.026266416510318934,-1.0,-0.6586224233283057,0.0
0.0,1.05,0.2898962450592885,-1.0,-0.7,0.0,0.5,0.717391304347826,0.35135135135135137,0.0,0.0,0.0,0.0,1.8630136986301369,-1.0,0.0,1.0,0.0,-3.0,-0.5384345384345385,1.7376068376068377,1.0,0.0,0.0,0.0,0.7992145311732941,0.0,0.046349942062572425,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.4906832298136645,0.0,0.0,0.0,0.9523809523809523,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,-0.22889305816135092,0.0,0.5118149824032177,1.9655810412801369
0.0,0.15,0.35610177865612647,-1.0,0.0,0.0,0.0,-0.2826086956521739,-0.918918918918919,2.0,0.0,-1.0,-1.0,1.2907153729071537,0.0,0.0,0.0,1.0,0.0,0.4906984906984907,0.07264957264957266,0.5203980099502488,1.0,0.0,0.0,0.32596956308296515,0.0,-0.3259945925067594,1.0,-1.0,1.0,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5128205128205128,0.0,-1.0,-0.5300207039337475,0.0,0.0,0.0,0.0,2.764705882352941,176.0,0.0,0.0,-3.0,0.0,0.4220137585991241,-0.3333333333333333,0.027149321266968326,1.2471124814092247
1.0,-0.95,-0.8296689723320159,0.0,-0.9,-0.3333333333333333,0.5,-0.9565217391304348,0.1891891891891892,0.0,0.0,0.25,0.2,0.0,0.0,0.0,-1.0,1.0,0.0,-0.5384345384345385,0.6059829059829059,-0.3174129353233831,0.0,0.0,-4.0,-0.4575355915562101,0.0,-0.9424488219389726,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.5,0.0,-1.0,1.0,0.28205128205128205,0.5,0.0,0.39751552795031053,0.0,0.0,0.0,0.2857142857142857,1.2794117647058822,0.0,0.0,0.0,-4.0,0.0,-0.9753595997498429,-1.0,-0.7973856209150327,0.0
0.0,0.15,0.4354001976284585,-1.0,0.0,0.0,0.0,-0.06521739130434782,-0.6486486486486487,0.0,0.0,0.25,0.2,1.095890410958904,0.0,0.0,0.0,1.0,0.0,0.2730782730782731,-0.08803418803418804,0.024875621890547265,0.0,0.0,0.0,-0.16298478154148258,0.0,-0.7106991116261104,1.0,-1.0,0.0,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.2564102564102564,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,-0.45003126954346423,-0.6666666666666666,-0.473604826546003,0.9478368536313705
0.0,0.1,0.32423418972332013,0.0,0.7,0.0,-1.0,-0.13043478260869565,-0.7297297297297297,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.5,1.0,-0.5384345384345385,-0.8162393162393162,-1.973134328358209,1.0,0.0,0.0,0.4104074619538537,0.0,-0.25955967555040554,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.75,-0.3333333333333333,0.5,0.0,0.14906832298136646,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,-0.18386491557223253,-0.3333333333333333,-1.1895424836601307,0.0
0.0,-0.2,1.0416254940711462,0.0,0.8,0.0,-0.5,0.6739130434782609,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36855036855036855,-0.01623931623931624,0.24378109452736318,0.0,0.0,0.0,0.053019145802650956,0.0,-0.540749324063345,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.6153846153846154,0.5,0.0,0.39751552795031053,0.0,0.0,0.0,0.0,1.1323529411764706,0.0,0.0,0.0,0.0,0.0,-0.7150302272253489,0.0,-0.2523881347410759,0.0
